Sentence,CEFR
I don't think that you need to tell Tom why Mary wasn't here yesterday.,A1
French is an interesting language to study.,A1
"Say something to her. ""I don't know what to say.""",A1
Tom and Mary say that they have no regrets.,A1
I'm sorry that I didn't get you anything.,A1
I suspect Tom and Mary don't really enjoy doing that.,A1
Lorenzo was standing near one of the windows.,A1
Tom said that he's willing to do that for Mary.,A1
I didn't think Tom was interested in learning how to drive.,A1
You had better not associate with those men.,A1
Tom said that he had no idea where Mary was.,A1
The game ended when both players decided that there was nothing else to do.,A1
"Let's eat something quick and go back to work, we've got a lot left to do.",A1
I think that both Tom and Mary have never been to Boston.,A1
Tom said he's going to tell us what he knows.,A1
When did you decide to not to let Tom do that?,A1
Tom says he's not planning to go tomorrow.,A1
I didn't know that you were looking for me.,A1
"You haven't ever been to Australia, have you?",A1
Tom likes this place better than where he used to live.,A1
Tom wants to meet the Dalai Lama before he dies.,A1
I know that Tom knew that Mary was the one who had done that.,A1
We need to make sure a mistake like this never happens again.,A1
I am no longer surrounded by Berber as much as I was.,A1
"Mary doesn't think that I did that, does she?",A1
"In those days, I used to go to bed earlier.",A1
Tom just wanted to get out of the house.,A1
I just want to find out what's going on.,A1
I didn't have time to spend with my children.,A1
How did you know I wanted to go to Australia?,A1
"Tom and Mary don't have to do that, but we do.",A1
I didn't decide to become a teacher until I was thirty.,A1
Everyone hates you because you lie all the time. You get what you deserve.,A1
I hope you have a good excuse for being late.,A1
What do you want me to do with this little girl?,A1
I try to have fun and not think about it.,A1
Do you think you could talk to Tom about that?,A1
I hope Tom and Mary know they have to do that.,A1
I don't think Tom and Mary know that John doesn't like them.,A1
"Many slaves were freed, but many were not.",A1
She is wrong if she thinks that she impressed me.,A1
Wasn't there anything they could do for you?,A1
Tom said that he hopes that you won't be late again tomorrow.,A1
The latest shooting was a front-page story.,A1
She is not going to take the children to school.,A1
I'll buy you a Kabyle dress on our way to Kabylie.,A1
Karl was well over a foot taller than Amelia.,A1
"All men die, but not all men really live.",A1
Do you think that you could help me with this?,A1
Why don't you just tell Tom you don't like Mary?,A1
Sami needs to get out of that situation.,A1
Mary looked very tired when she got home.,A1
I won't go back to Boston any time soon.,A1
Do you have any idea who could be behind this?,A1
Tom was one of the people who stayed and helped clean up after the party.,A1
I want you to learn to speak Spanish too!,A1
Don't you think that the skirt you're wearing is a little too short?,A1
Tom said he doesn't think you can do that.,A1
This is the first time I've heard you talk like this.,A1
I thought Tom would be returning to Australia.,A1
I want to thank all of you who worked so hard to make this event happen.,A1
They say there's water on the Moon. Is that true?,A1
"When I was having a bath, a good idea came to me.",A1
Tom said that he knew that Mary's brother wanted to go to Boston with them.,A1
"Tom has been to Australia before, hasn't he?",A1
Mary told Tom she would walk out on him if he didn't break it off with his girlfriend.,A1
Have you ever heard Tom and Mary sing together?,A1
Things are going to be very different from now on.,A1
Mary says she's good at speaking French.,A1
Tom and Mary are trying to make that happen.,A1
Tom is much richer than most people think he is.,A1
Stefan's team was down like five to nothing.,A1
Tom and Mary are doing all they can to make sure it doesn't happen again.,A1
We didn't know which car we should get in.,A1
"I can only guess that you probably want one, too.",A1
Ziri left everything and went to Algeria.,A1
How do you spend your time away from work?,A1
Fyodor drank the hot chocolate that Rima made for Walid.,A1
I'm the only other person who could have done that.,A1
"I left the firm, because I wanted to be on my own.",A1
James took Amanda to the water with him.,A1
"If I had my time over again, I'd try not to make all the same mistakes.",A1
Yanni was watching and studying Rima as she painted.,A1
I thought about it for about a week or two.,A1
Tom said that he was going to talk to Mary about that.,A1
"Tom and Mary say they need to do that, too.",A1
Didn't you know that Tom and Mary weren't having a good time?,A1
Mary explained to us why she couldn't do that.,A1
Go change quickly or else I won't take you with me.,A1
I don't think they'll permit me to do that.,A1
It is quite natural for her to be angry with you.,A1
Didn't you know Tom isn't really from Boston?,A1
Tom said he knew what Mary was planning to do.,A1
Today was our first day of class and I liked it a lot.,A1
We didn't spend much time talking about it.,A1
Do you think that it would be possible for Tom to do that?,A1
"Tom lives in Accra, the capital of Ghana.",A1
Tom says he doesn't know why Mary is planning to do that.,A1
Tom wouldn't be here if it weren't for you.,A1
I have a feeling Tom won't want to do that.,A1
I didn't know Tom knew when I wanted to do that.,A1
Tom needs to be excused from doing that.,A1
Tom and Mary told John that they didn't think Alice was upstairs.,A1
I know Tom didn't know that Mary shouldn't have been doing that.,A1
Ziri couldn't remember Rima's phone number.,A1
I didn't know that Tom was engaged to Mary.,A1
"You were in Boston last month, weren't you?",A1
The weather today is more beautiful than yesterday's.,A1
I think that we all have the same interests.,A1
During each visit she has interesting news.,A1
I'm not the only person who wants to do that.,A1
He studied and learned more about Islam.,A1
What I'd like to drink is a cup of coffee.,A1
Is this the first time you've been here?,A1
I don't think you should go out with Tom.,A1
Tom was the first one to leave the house.,A1
Tom forgot to tell me what time the concert begins.,A1
I should never have let you go there without me.,A1
"Tom wanted me to go, so I went with him.",A1
I still don't know why you didn't do that.,A1
I thought you thought Tom wasn't interested in sports.,A1
Tom probably won't have to do that again.,A1
Tom wanted Mary to show you how to do that.,A1
Akira is using that same dictionary that his father used as a student.,A1
Let's see how quickly we can get this done.,A1
I can't believe that you aren't going to do that.,A1
It was very kind of you to go out of your way to do that for me.,A1
"Wait, did you say girlfriend or boyfriend?",A1
I didn't understand much of what they were talking about.,A1
Ted Koppel and Henry Kissinger are good friends.,A1
Your body can go longer without going to the bathroom when you're sleeping.,A1
Ziri gave a talk about the Berber language.,A1
Don't you want to know why Tom was here?,A1
How many more hours do you think it'll take to finish doing that?,A1
Tom is the one that told me to read this book.,A1
Tom is engaged to Mary's younger sister.,A1
Those who do not work do not have the right to eat.,A1
I think that you shouldn't have drunk that water.,A1
Sami was opening up about these problems.,A1
Sami wanted to bring some change into his life.,A1
I think that Tom is much friendlier than Mary.,A1
This is the first time I have been here.,A1
Tom is trying his best to get that done today.,A1
I'm having fun watching the children playing.,A1
Tom said that he didn't want to say anything else.,A1
Can you tell me where I can find a hospital?,A1
Tom didn't know that Mary was in Boston.,A1
Is there something else you'd like me to do?,A1
They want to take part in the Olympic Games.,A1
I can't believe that Tom didn't tell us about Mary.,A1
Tom and Mary say they don't think John enjoyed doing that.,A1
Didn't you know that I didn't need to do that?,A1
Tom told me he thought Mary was finished.,A1
We're forty kilometres away from the capital.,A1
Tom and Mary said that they don't feel well.,A1
It's not quite as difficult to do as it sounds.,A1
I don't know anything about what happened.,A1
Tom can't buy what he needs because he doesn't have enough money.,A1
It's the principle of it that concerns me.,A1
He told me that he would go to France in June.,A1
Can you explain that again? I didn't understand.,A1
Tom didn't remember where he'd put his pen.,A1
"You used to enjoy doing that, didn't you?",A1
I sometimes meet up with him at the club.,A1
Mary said she thought Tom was the only one who had to do that.,A1
How many science books have you read up to now?,A1
Tom and Mary said they didn't think you should do that.,A1
You've got no idea how much I think about you.,A1
You don't have the right to work in the meeting room.,A1
Two or three other people have asked me that question.,A1
Tom would have eaten more if he hadn't been sick.,A1
Do you think Tom would be willing to help me?,A1
"I have a lot of things I needed to buy, but I don't have enough money.",A1
Tom is just doing what he's been told to do.,A1
It sounds like you two had a problem yesterday.,A1
"You don't know why Tom wanted to do that, do you?",A1
"If it's morning, the first thing you have to say is good morning.",A1
Tom is pretty good at everything he does.,A1
Mary still has a lot to do before she can go home.,A1
The two roads cut across the street from us.,A1
I'm going to have to find some way to do that.,A1
I think that we're going to ask Tom to do that.,A1
I knew that you wouldn't have to stay in Boston as long as you thought you'd have to stay.,A1
I don't think I can keep Tom from doing that.,A1
Moving into the new office took her one month.,A1
We got off the bus at the train station.,A1
Tom asked Mary if she knew when John had been in Australia.,A1
Tom asks me the same thing every time he sees me.,A1
I'd like to return to Tokyo via Honolulu.,A1
Yanni woke up with Rima's face above his.,A1
Mary didn't do everything she said she did.,A1
Did you really think Tom could speak French?,A1
It's people like you who give Boston a bad name.,A1
Tom waited for Mary for over three hours.,A1
We have been sleeping during all Ramadhan time.,A1
"Come on Tom, let someone else have a turn.",A1
The reason Tom did that was because Mary asked him to.,A1
I didn't really feel like working today.,A1
I hope Tom and Mary know what needs to be done.,A1
Tom checked his watch to see what time it was.,A1
Mary could get fired if she didn't do that.,A1
The book that you're looking for is on my desk.,A1
Which room do you want me to clean first?,A1
"Tom did what Mary asked him to do, but he didn't do what John asked him to do.",A1
Tom says Mary has always lived in Australia.,A1
What time did Mary tell you she was arriving?,A1
Tom practices French every day with his friends Mary and John.,A1
They told the police about all those incidents.,A1
I think I have about enough time to get the train to Boston.,A1
What time did Tom and Mary say they were leaving in the morning?,A1
"Tom tried to think of something nice to say, but he couldn't think of anything.",A1
I understand you have a problem and want some help.,A1
I think that you shouldn't have gone there by yourselves.,A1
Tom told me that he didn't know why Mary didn't do what she should've done.,A1
I haven't had any chocolate cake in a month of Sundays.,A1
It took me half an hour to work out this problem.,A1
Tom and Mary said they'd never tell John to do that.,A1
What decided the end of the Roman Empire?,A1
I have to go home and get a good night's sleep.,A1
Tom said that he thought it would be better if I didn't do that.,A1
Is that really what she would have wanted?,A1
Tom doesn't have to be the one who does that.,A1
"By the time you get back, she'll have left.",A1
Tom hates it when Mary asks him to explain the same thing more than once.,A1
Sami didn't want to date Layla's sister.,A1
Tom and Mary say they're not happy here.,A1
How can I help you if you won't tell me what the problem is?,A1
I've got more pounds to my name than you've hairs on your head.,A1
"If you see any mistakes, please send a message.",A1
I thought Tom's proposal was a good one.,A1
Ziri hoped he would be the one to do so some day.,A1
I asked Tom to make sure that he didn't show up late.,A1
"Two, four, six and eight are even numbers.",A1
"One, two, three, four, five, six, seven, eight, nine, ten.",A1
You need another ten dollars to buy that camera.,A1
Tom and Mary asked John to stay for the weekend.,A1
I didn't know that Tom knew who did that for you.,A1
Sami didn't know what was happening here.,A1
Does Tom know that you've done that before?,A1
Tom is going to start his new job on Monday.,A1
Tom and Mary say they don't like doing that.,A1
I don't know why Tom and Mary are so tired.,A1
"If it had not been for your help, I couldn't have completed the work.",A1
I know that Tom used to be a taxi driver in Boston.,A1
Tom came into my office and closed the door.,A1
It looks like Tom can't do that very well.,A1
Let's list all the reasons we should do that.,A1
I didn't want you to tell Tom about the party.,A1
I think Tom isn't going to be here today.,A1
"Had it not been for his help, I couldn't have finished the report.",A1
I can come home early if you want me to.,A1
I don't think there's any point in discussing this with Tom.,A1
"Which one would you prefer, this one or that one?",A1
Don't be late. We're not going to wait for anyone.,A1
"If I'd been more like Tom, I wouldn't have had so many problems.",A1
I don't think they'll permit Tom to do that.,A1
Nothing else happened before the police came.,A1
I thought that you said that you'd keep Tom from doing that.,A1
Tom and Mary hope that John won't do that until they get there.,A1
I can't believe anyone would try to do that.,A1
Do you want me to do anything else for you?,A1
"Who can speak English better, Yoko or Yumi?",A1
"Tom wanted to know why he couldn't go, too.",A1
Mary said she wanted to go home early today.,A1
You should let Tom know that Mary will drive.,A1
She writes to her son from time to time.,A1
Tom is in the kitchen helping Mary cook dinner.,A1
Tom and Mary said they didn't know anything about Boston.,A1
"That flower is beautiful, but it doesn't turn into a fruit.",A1
Tom knew something bad was about to happen.,A1
Tom said he thought that he knew what Mary was planning on doing.,A1
Yanni met Skura during his trip to Japan.,A1
Tom would never have said something like that.,A1
How did you know Tom was going to Australia?,A1
It wouldn't take me so much time to do that.,A1
Tom is wearing a new shirt that he bought yesterday.,A1
"Proto-Berbers lived in present-day Tunisia, Algeria, and Libya.",A1
She writes songs like that in her sleep.,A1
A true scientist would not approach the question this way.,A1
Some things are difficult to understand.,A1
You will find the post office on your left.,A1
Tom and Mary filled their glasses again.,A1
I know Tom can help us do that next week.,A1
And Sara lived a hundred and twenty-seven years.,A1
Mary said she didn't have to get up so early tomorrow.,A1
Ziri urged Rima to get out of the water.,A1
They said they were hoping we'd do that.,A1
How much chocolate do you think Tom eats?,A1
I understand you were the last one to see Tom.,A1
I don't think that Tom will enjoy doing that as much as he thinks he will.,A1
Tom and Mary said that they didn't plan to be there.,A1
Sami has never seen anything like this house.,A1
How did you train your dog to come when you call him?,A1
Tom said he thought that Mary wasn't sleeping.,A1
Tom will be one of the last ones to leave.,A1
You should ask Tom to go with us when we go to Australia.,A1
I had no idea that Tom was planning to ask Mary to do that.,A1
"I was in the bath, so I didn't hear the phone.",A1
"With Marika, I found Swedish easier to learn than Finnish.",A1
Tom and Mary thought they were the only ones who had to do that.,A1
Sami is from Canada and doesn't speak Arabic.,A1
Have you told Mary where you want her to park her car?,A1
Tom says he didn't know Mary would have to do that next week.,A1
I know Tom wasn't going to do that again.,A1
Sami bought a flight ticket to come and see Layla.,A1
We need to get some loo paper; we soon won't have any left.,A1
I don't think Tom knows when Mary will visit Boston.,A1
How can you not know what Tom looked like?,A1
I know Tom doesn't know that Mary doesn't have to do that.,A1
Those books were on display in the window.,A1
Mary says she's not the one who did that.,A1
Tom and Mary said they'd help me if I wanted them to.,A1
I can't take my eyes off Tom. I can't stop looking at him.,A1
His letter says he'll arrive next Sunday.,A1
That is the girl who waited on me in the shop yesterday.,A1
Has someone forgotten their keys? I found these in the kitchen.,A1
Tom didn't drink anything at the party last night.,A1
"Tom tried to open the door, but couldn't.",A1
We were talking about something I can't quite remember.,A1
Don't you think we can get there in time?,A1
I've lived in Hungary for more than twenty years.,A1
I didn't know Tom and Mary were going to be through doing that by 2:30.,A1
Tom didn't go to the same school as Mary did.,A1
Tom wanted Mary to help him with his homework.,A1
"Last night, Tom read the book that Mary gave him.",A1
I don't think that Tom really knows how to do that.,A1
I think this is the perfect place to do that.,A1
I know that Tom didn't know that I wanted to do that.,A1
Martino usually went to his aunt's house.,A1
Tom wants me to wait until he gets here.,A1
How many times have you done that this week?,A1
When was the last time you were in Kosovo?,A1
Is this how you handle all of your problems?,A1
It was easy for them to be famous all over the world.,A1
Don't tell me you don't know how to do that.,A1
I've no friend to talk to about my problems.,A1
I don't know enough French to make out what they're saying.,A1
They came to Algeria from Spain in 2004.,A1
You can't really understand another person until you walk a mile in their shoes.,A1
Tom plans to stay with us when he comes to Boston.,A1
Tom said that he didn't plan on going back to Australia.,A1
I thought Tom and Mary were going to enjoy the party.,A1
Tom and Mary say they're not planning to do that.,A1
Bob went to meet her grandfather early in the morning.,A1
I think all of us want to know why that happened.,A1
Tom should have told Mary not to go to Boston with John.,A1
Do you think I'm too old to have another baby?,A1
I think you've been spending too much time at work.,A1
Please join me in welcoming Dr Smith to our team.,A1
Where did you go when you were studying in Japan?,A1
Did you know that I used to teach French in Australia?,A1
"In Venice, there are always lots of tourists.",A1
It's tough to find job openings in the US.,A1
I believe that should be discussed as soon as possible.,A1
I don't want you to tell Tom about that.,A1
Is Tom still planning to go to Australia with us?,A1
I'm sure that Tom has never been to Australia.,A1
Is there anyone here who knows someone in Australia?,A1
What do you say about meeting at around 2-3 in the afternoon tomorrow to have lunch?,A1
I thought for sure you'd be wearing your new dress today.,A1
Tom tried to explain everything to Mary.,A1
"It wasn't his leg that Tom broke, but his arm.",A1
I know Tom doesn't know who's going to help him do that.,A1
"As soon as he arrived in the capital, he got settled at a hotel.",A1
We were just about to leave when it rained.,A1
Ziri is Rima's husband and this apartment is half his.,A1
We moved everything Tom will need into his bedroom.,A1
I knew that Tom knew who was going to help Mary do that.,A1
It would be better if you made sure that he is home before calling him.,A1
I thought that I'd go to Australia next month.,A1
Ziri and Rima are having lunch at the park.,A1
There is a big difference between Algeria and Egypt.,A1
It is not more than two miles to the village.,A1
I am going to start a new job next week.,A1
Robert enjoyed talking with his girlfriend.,A1
They look so similar that I don't know who is who.,A1
Tom thinks that he left his umbrella on the train.,A1
Tom said that he hopes Mary won't be late.,A1
We are teaching you how to speak English.,A1
My wife's name is Mary and my son's name is John.,A1
I want you to stay here with Tom until I get back.,A1
I thought Tom said he wasn't planning on doing that.,A1
Tom and Mary are only half way finished doing that.,A1
Tom said he thought Mary didn't like him.,A1
Tom and Mary said they weren't willing to do that.,A1
Who did Tom and Mary say taught them French?,A1
I didn't have enough money to buy everything I wanted to buy.,A1
I asked Tom why he had never gotten married.,A1
Yanni said the shahada and Skura repeated it.,A1
You can always ask a question in return.,A1
One and a half hours are ninety minutes.,A1
I thought that we could walk home today.,A1
Tom and Mary knew there was nothing they could do about it.,A1
I don't think Tom and Mary want to eat with us.,A1
Mary said she's better at doing that than Tom is.,A1
She told him that she'd help him wash the dishes.,A1
Tom said he hoped that he never had to do that again.,A1
There is no knowing what will happen tomorrow.,A1
My mother gets up earlier than anyone else.,A1
I don't think that Tom knows how much time it'll take him to do that.,A1
An eye for an eye and the world goes blind.,A1
"When I was young, we could swim in the river.",A1
Come quickly!! The train leaves in ten minutes.,A1
"I really like this skirt, can I try it on?",A1
I think that Tom probably isn't as young as you think he is.,A1
I sold my house for three million dollars.,A1
His reputation goes with him wherever he goes.,A1
Tom and Mary said they were present at yesterday's meeting.,A1
"If Markku had had more time, he would have written Liisa a longer letter.",A1
Tom didn't think he'd ever get used to sleeping on the floor.,A1
"If you've got no time for contemporary music, you won't enjoy this concert.",A1
The only place Tom and Mary have ever gone is Boston.,A1
Tom and Mary said they're not even going to try to win.,A1
Sami and Layla don't know anything about Islam.,A1
Tom bought two cans of tomato juice and handed one to Mary.,A1
"If you ever need anyone to talk to, feel free to call me.",A1
Tom is thinking about telling Mary that he loves her.,A1
Sami went with a family member to Walmart.,A1
Fyodor made sure he had everything he needed.,A1
He was the first man to climb Mt. Fuji in the winter.,A1
It's not too late to tell Mary you love her.,A1
Tom said he didn't want to ask Mary to do that.,A1
Mary isn't as good at French as she thinks she is.,A1
I'm getting used to eating this kind of food.,A1
Leonid started walking out of the hospital.,A1
What makes you think I don't want to do that again?,A1
"If you don't want to sell this, we can sell something else.",A1
I lied when I said I didn't want to do that.,A1
"It's been snowing here, and it's very cold.",A1
We want to book a trip to the United Kingdom.,A1
He's always coming up with winning ideas.,A1
I didn't like him much; in fact I hated him.,A1
He doesn't need me to show him how to climb.,A1
Claudio made Isabella feel a little better.,A1
I remember like it was yesterday my dad coming back from France.,A1
This subject should be discussed in detail.,A1
"Tom and Mary said they're planning on going, too.",A1
"Oh, is that so? Well, I've got something for you.",A1
Shouldn't you go home and get some sleep?,A1
Santiago made Rima come over to his place.,A1
I didn't know what to do when Tom told me that.,A1
"Because I didn't know what to do, I asked him for advice.",A1
Fyodor and Rima accused each other in front of Walid.,A1
Mary said she thought Tom could probably do that.,A1
Algeria is the largest country in all of Africa.,A1
I think we need to take the time to make sure we do this right.,A1
I wouldn't want to spend my vacation doing that.,A1
Alberto was pointed out something in the water.,A1
I suspect Tom had nothing to do with this.,A1
Tom told me he wants to go to Australia.,A1
Do you spend a lot of time with your friends?,A1
"You should probably buy a ticket for Tom, too.",A1
I don't know. We've never spoken about it.,A1
"You told Tom that he was adopted, didn't you?",A1
Let's compare this dictionary with that one.,A1
Donald has been hungry for a long period of time.,A1
It's part of police procedure to ask that.,A1
Which part of Australia are you going to?,A1
Sami heard that Layla had been talking about him.,A1
Tom has done everything he was told to do.,A1
I thought Tom would find that interesting.,A1
We're the only ones here who know Tom doesn't have to do that.,A1
"You thought I was through doing that, didn't you?",A1
Tom and Mary told me they wanted to do that today.,A1
Tom and Mary walked back to their hotels.,A1
The Airbnb was much cheaper than any hotels in the area.,A1
I need to make sure that Tom and Mary don't do that.,A1
We've decided to stay for a few more days.,A1
I wouldn't ever really do that where I live.,A1
I hope to visit Poland and get to know its history.,A1
Tom and Mary say that they'll come tomorrow.,A1
Tom and Mary didn't think they would make it.,A1
Tom and Mary weren't sure what John was doing.,A1
We always get a lot of tourists this time of year.,A1
Tom and Mary think that they understand women.,A1
I don't think that Tom would want to sing.,A1
Why didn't Tom want to go to Boston with Mary?,A1
Please remember to wake me up at seven tomorrow.,A1
Tom and Mary don't want me to see what they're doing.,A1
I couldn't believe that that was happening.,A1
"After two years without practice, I've forgotten everything I knew.",A1
"Before Tom could leave, the police arrived.",A1
Tom's parents are older than Mary's parents.,A1
When do you think that you're going to finish doing that?,A1
I know that Tom will probably not know how to do that.,A1
Sami is not the type of person to sit and do nothing.,A1
"If Mary had more money, she could do that.",A1
"Please excuse me, my Spanish is terrible.",A1
Fadil stayed in Cairo for about four months.,A1
"In my opinion, they'll get back together.",A1
Yanni learned to speak Berber in just a few weeks.,A1
Tom and I'll help anyone who needs help.,A1
Tom said that Mary doesn't need to do that.,A1
Mary told Tom that John was gone by the time she got there.,A1
Amanda is the prettiest girl in college.,A1
Boldi will probably have to leave the country.,A1
"They will arrive at six, and then we will all have dinner.",A1
Sami isn't interested in hearing about that.,A1
Tom and Mary said they don't feel like doing that today.,A1
Some children about your age are over there playing.,A1
I assume they'll be taking the train to Brussels.,A1
Tom is taller than any other boy in the room.,A1
"I imagine that's what's going to happen the next time, too.",A1
Tom said that he decided it was too difficult to do.,A1
I thought Tom would be perfect for my friend.,A1
"Tom and Mary are aggressive, aren't they?",A1
Tom and Mary said they thought John would want to do that.,A1
Tom woke the children up and told them to get ready for school.,A1
Tom asked Mary questions that she couldn't answer.,A1
Lorenzo waited with the woman and the daughter.,A1
We're going to wash the car after lunch.,A1
Mary said she'd stay and help us clean up after the party.,A1
Tom wants me to help him this afternoon.,A1
I love you more than I love any other person.,A1
Tell Tom and Mary they have to do everything John asks them to do.,A1
"Because I have a lot of money, I can travel a lot.",A1
When was the last time you did something for the first time? Think about it.,A1
I haven't had a boyfriend in a long time.,A1
"Run fast, otherwise you'll miss the bus.",A1
Tom doesn't know when Mary came to Boston.,A1
Do you still think Mary doesn't know what she's doing?,A1
"I saw that film, but it wasn't very good.",A1
Tom and Mary said they'd do that tomorrow.,A1
I didn't have time to make my bed this morning.,A1
We can't use this table because a leg has come off.,A1
I used to like walking in the rain when I was a child.,A1
Ziri was helping in the kitchen with lunch.,A1
Tom told me that he won't tell Mary what happened.,A1
Do you still have any feelings for Yanni?,A1
Tom doesn't think Mary will permit him to do that.,A1
When does school let out for the holidays?,A1
I don't think I should tell Tom that I'm going to Australia.,A1
Nobody wants to talk about what happened to Tom.,A1
Is it true that talking to your plants will help them grow?,A1
Tom knew that Mary told John to do that.,A1
Have you ever heard that song sung in French?,A1
I'm having a hard time understanding you.,A1
"Tom really wanted to see the Great Barrier Reef, so he booked a ticket to Austria.",A1
I want someone to tell me why Tom isn't here today.,A1
I think I'll be back in about 30 minutes.,A1
Mary needs someone to teach her to drive.,A1
Sami gave Layla advice on things she usually did.,A1
Wait for the night before saying that the day was beautiful.,A1
I agree with them that we should try again.,A1
Tom doesn't have enough money to go to Australia.,A1
I really thought you were behind all this.,A1
Tom got angry when he saw Mary talking to John.,A1
Tom ate up everything that was on the table.,A1
Tom told me that he hoped Mary would be the first one to do that.,A1
"You'd tell me if I was wrong, wouldn't you?",A1
The toilet is closed for the time being.,A1
"You know I'm still planning to go, don't you?",A1
Tom said Mary didn't have to do that again.,A1
Leon stared at Amelia as he walked past.,A1
Mary said she was going to do that yesterday.,A1
I don't understand why I have to do this.,A1
I don't think Tom will be the last one here.,A1
Half of those asked didn't know what to answer.,A1
I don't know if he's the one I have to give it to.,A1
"You didn't want to tell Tom to do that, did you?",A1
How many different ways do you know how to cook an egg?,A1
Tell me how to get to the post office from here.,A1
What was it that made you think that way?,A1
Sami just found out that his mother had cancer.,A1
I want to know when you're going to start.,A1
I didn't think Tom would be at home yesterday afternoon.,A1
Tom asked Mary if she knew why John didn't like him.,A1
I didn't know I should do that with Tom.,A1
I thought that Tom would answer all your questions.,A1
Tom said that he had three dogs at home.,A1
I'm here and I would like to say something.,A1
"I'm sorry, but no one answered the phone. He must have gone out.",A1
"I opened the door, went out and ran away.",A1
What kind of flowers should we get for Mary?,A1
"If she knew her telephone number, she could phone her.",A1
I was quite thirsty and wanted to drink something cool.,A1
"You're a very special friend. ""You too.""",A1
What makes you think I'd like to do that again?,A1
Tom said that Mary didn't sound entirely convinced.,A1
Tom and Mary will visit Boston in October.,A1
I missed seeing the film. Did you see it?,A1
"If you read this book again, you'll have read it three times.",A1
Tom doesn't know if Mary will be here or not.,A1
Tom said that he would carry on helping his adult children.,A1
I know Tom is afraid to leave his house.,A1
Kyoto is visited by many people every year.,A1
"Tom said that he wouldn't do that, so I asked Mary to.",A1
Ziri came running next to Rima and Skura.,A1
Sami told Layla about her husband's affair.,A1
Mary said she needed to use the bathroom.,A1
I just stood in front of the shop window without any money.,A1
"I'll never see him again, and it's all because of you.",A1
Tom is probably going to make some mistakes.,A1
Tom was the one who kept us from making that mistake.,A1
Did you ever sell your house in Australia?,A1
She runs every day. She is very healthy.,A1
There was a young fellow in to see you a half an hour ago.,A1
"You knew that Tom and Mary told John they weren't going to do that, didn't you?",A1
I know that Tom didn't know why I should do that.,A1
Tom said he didn't think that he was very good at French.,A1
Tom said that he knew that was what Mary had to do.,A1
I don't know if Tom is doing that or not.,A1
Leonid wanted Rima to have a better life.,A1
I've heard that Boston is a dangerous place. Is that true?,A1
Tom told me he isn't going to do that again.,A1
Tom has been waiting for thirty minutes.,A1
I think being poor is nothing to be ashamed of.,A1
"I know that I'm late, but I have a good excuse.",A1
I'm the one who told Tom why he needed to go to Australia.,A1
Tom and Mary said that they had to go home early.,A1
I didn't know you knew how to speak French.,A1
"I don't know what she is doing, but she isn't doing it with her.",A1
No one should know your feelings about that.,A1
Tom didn't know that he had to do that today.,A1
Tom told me to give you anything you want.,A1
Tom and Mary said that was the first time they'd ever seen John doing that.,A1
"Some people traveled by train, and others by road.",A1
"I eat breakfast there, most of the time.",A1
Tom is still living in the same place that he was living three years ago.,A1
He usually takes a shower before breakfast.,A1
"Sergei and Jack are my best friends, but they don't really like each other.",A1
You'll never guess where Tom is right now.,A1
"Everybody saw everything, but no one knows anything.",A1
Tom knew that Mary was going to be late.,A1
"Is there a way to write ""dinner"" in Czech?",A1
I am sure he'll tell you as soon as he comes.,A1
How long will it take you to finish doing that?,A1
I'm visiting my grandmother in the hospital.,A1
Tom said that there was still a lot of work to do.,A1
Tom says Mary is still planning on doing that.,A1
I know Tom didn't know you shouldn't have been doing that.,A1
Sami still follows Layla on Twitter to this day.,A1
Antonio took Rima to an abandoned building.,A1
Tom probably isn't going to be the first one to do that.,A1
When does school break up for Christmas?,A1
"If the weather is good, I'll go out tomorrow.",A1
Both Tom and Mary knew you could do that.,A1
Tom is learning French. He must really be a man of culture.,A1
Tom and Mary said they just got back from Boston.,A1
Tom and Mary aren't going to give John the money he asked for.,A1
I thought that you were going to keep Tom here until I got back.,A1
Yanni was just a small part of Skura's life.,A1
How long did it take Tom to sell his farm?,A1
I don't know what I'm going to eat tonight.,A1
Concert tickets are quite often expensive.,A1
Tom tried to tell Mary that he didn't like her.,A1
Tom said that Mary isn't sure if John wants to do that or not.,A1
I'd really like to get something to drink.,A1
I don't think that Tom is planning on doing that.,A1
We'll have to have a man-to-man talk about this.,A1
"Mennad wanted to do a video on that, too.",A1
Tom is going to the bus stop to meet Mary.,A1
I don't think that it's a good idea for you to go Boston by yourself.,A1
Don't come to school if you have a cold.,A1
I need to stay in Boston for three weeks.,A1
I don't really remember all that much about what happened.,A1
Nobody's trying to make you do anything.,A1
Tom wrote a message in all capital letters.,A1
We've been going out with each other for three years.,A1
"I know that you don't like me, but please don't say anything to Sami.",A1
We were all running short of money then.,A1
Can you paint the walls in the apartment?,A1
Sami and Layla were seniors in high school.,A1
Tom informed Mary that he couldn't do that.,A1
I knew that Tom was in his room listening to music.,A1
Gunter stood there listening for maybe ten seconds.,A1
I know that you'd never let Tom do that.,A1
How would you describe the kind of music you play?,A1
We have to make sure we get this done by 2:30.,A1
Which of Tom's paintings are you talking about?,A1
I just told Tom and Mary why I didn't like them.,A1
He's the only member of his family that converted to Islam.,A1
Would you like to know who bought this jacket for you?,A1
Mary didn't even look at the report that Tom handed her.,A1
Will you be eating and drinking all night?,A1
Don't you think you're being a little hard on Tom?,A1
